Frame Number, Receipt Time, Data Delivered, Data Synchronized, Data Processed, Delivered To DataStream, Network Transmission
3518, 619367680.364400, 0.003240, 0.000182, 0.001570, 0.000127, 
3524, 619367709.437600, 0.003253, 0.000205, 0.001534, 0.000189, 
3525, 619367715.201600, 0.003245, 0.000191, 0.001407, 0.000128, 
3526, 619367721.565500, 0.003257, 0.000181, 0.001253, 0.000099, 
3528, 619367731.020000, 0.003208, 0.000162, 0.001269, 0.000105, 
3529, 619367734.401600, 0.003288, 0.000147, 0.001113, 0.000095, 
3530, 619367741.313200, 0.003194, 0.000182, 0.001420, 0.000106, 
3531, 619367744.741100, 0.003256, 0.000140, 0.001194, 0.000099, 
3532, 619367748.193700, 0.003186, 0.000199, 0.001390, 0.000101, 
3533, 619367754.713400, 0.003419, 0.000269, 0.001738, 0.000113, 
3534, 619367758.096100, 0.003374, 0.000213, 0.001460, 0.000119, 
3535, 619367762.801700, 0.003418, 0.000176, 0.001205, 0.000100, 
3536, 619367767.631000, 0.003358, 0.000188, 0.001084, 0.000109, 
3537, 619367772.859400, 0.003265, 0.000188, 0.001308, 0.000104, 
3538, 619367777.674700, 0.003240, 0.000170, 0.001237, 0.000109, 
3539, 619367782.749500, 0.003411, 0.000147, 0.001195, 0.000101, 
3540, 619367787.839200, 0.003239, 0.000235, 0.001360, 0.000105, 
3541, 619367793.555300, 0.003357, 0.000222, 0.001131, 0.000108, 
3542, 619367797.683700, 0.003377, 0.000176, 0.001147, 0.000101, 
3543, 619367802.910000, 0.003210, 0.000154, 0.001338, 0.000262, 
3544, 619367807.931700, 0.003233, 0.000144, 0.001164, 0.000101, 
3545, 619367813.229400, 0.003350, 0.000403, 0.001438, 0.000094, 0.000094
3546, 619367817.618900, 0.003248, 0.000150, 0.001228, 0.000110, 0.000108
3547, 619367822.863400, 0.003359, 0.000219, 0.001226, 0.000107, 0.000108
3548, 619367828.079000, 0.003413, 0.000209, 0.001444, 0.000118, 0.000107
3549, 619367833.104500, 0.003430, 0.000207, 0.001434, 0.000107, 0.000107
3550, 619367838.049100, 0.003390, 0.000166, 0.001421, 0.000153, 0.000138
3551, 619367842.772400, 0.003244, 0.000217, 0.001301, 0.000108, 0.000138
3552, 619367847.874300, 0.003387, 0.000207, 0.001271, 0.000109, 0.000167
3553, 619367853.121800, 0.003394, 0.000276, 0.001422, 0.000121, 0.000167
3554, 619367857.649400, 0.003245, 0.000159, 0.001235, 0.000110, 0.000174
3555, 619367862.571200, 0.003199, 0.000153, 0.001171, 0.000102, 0.000174
3556, 619367867.835000, 0.003305, 0.000178, 0.001343, 0.000107, 0.000182
3557, 619367872.906400, 0.003236, 0.000197, 0.001396, 0.000121, 0.000182
3558, 619367877.861700, 0.003386, 0.000244, 0.001216, 0.000117, 0.000177
3559, 619367882.962300, 0.003404, 0.000225, 0.001277, 0.000158, 0.000177
3560, 619367887.834200, 0.003240, 0.000154, 0.001416, 0.000104, 0.000175
3561, 619367893.245000, 0.003424, 0.000385, 0.001439, 0.000098, 0.000175
3562, 619367897.607000, 0.003245, 0.000153, 0.001221, 0.000104, 0.000188
3563, 619367903.050000, 0.003383, 0.000238, 0.001347, 0.000112, 0.000188
3564, 619367907.680200, 0.003249, 0.000156, 0.001293, 0.000104, 0.000207
3565, 619367912.753300, 0.003271, 0.000158, 0.001282, 0.000109, 0.000207
3566, 619367917.567900, 0.003306, 0.000161, 0.001115, 0.000101, 0.000194
3567, 619367922.604500, 0.003239, 0.000146, 0.001171, 0.000102, 0.000194
3568, 619367928.044800, 0.003317, 0.000255, 0.001181, 0.000102, 0.000204
3569, 619367932.819800, 0.003249, 0.000167, 0.001391, 0.000119, 0.000204
3570, 619367937.937400, 0.003228, 0.000185, 0.001471, 0.000126, 0.000176
3571, 619367942.746800, 0.003227, 0.000188, 0.001311, 0.000116, 0.000176
3572, 619367947.979100, 0.003247, 0.000177, 0.001502, 0.000131, 0.000151
3573, 619367953.092400, 0.003246, 0.000178, 0.001642, 0.000121, 0.000151
3574, 619367957.803500, 0.003213, 0.000189, 0.001353, 0.000125, 0.000153
3575, 619367962.709700, 0.003228, 0.000175, 0.001263, 0.000116, 0.000153
3576, 619367967.568200, 0.003238, 0.000154, 0.001185, 0.000103, 0.000149
3577, 619367972.943300, 0.003388, 0.000301, 0.001249, 0.000109, 0.000149
3578, 619367977.640600, 0.003234, 0.000169, 0.001237, 0.000108, 0.000173
3579, 619367982.585500, 0.003185, 0.000170, 0.001168, 0.000104, 0.000173
3580, 619367987.934000, 0.003240, 0.000163, 0.001531, 0.000111, 0.000182
3581, 619367992.949400, 0.003321, 0.000301, 0.001232, 0.000121, 0.000182
3582, 619367997.558600, 0.003329, 0.000164, 0.001073, 0.000111, 0.000192
3583, 619368002.936600, 0.003294, 0.000147, 0.001453, 0.000104, 0.000192
3584, 619368008.469700, 0.003397, 0.000376, 0.001645, 0.000151, 0.000171
3585, 619368012.837900, 0.003347, 0.000254, 0.001247, 0.000100, 0.000171
3586, 619368017.821600, 0.003239, 0.000199, 0.001384, 0.000109, 0.000170
3587, 619368022.798700, 0.003368, 0.000189, 0.001237, 0.000108, 0.000170
3588, 619368027.705700, 0.003238, 0.000151, 0.001316, 0.000113, 0.000195
3589, 619368032.794700, 0.003342, 0.000215, 0.001202, 0.000098, 0.000195
3590, 619368037.696200, 0.003241, 0.000160, 0.001305, 0.000105, 0.000195
3591, 619368042.642700, 0.003191, 0.000147, 0.001267, 0.000109, 0.000195
3592, 619368047.763600, 0.003326, 0.000254, 0.001156, 0.000104, 0.000197
3593, 619368053.003600, 0.003421, 0.000194, 0.001394, 0.000104, 0.000197
3594, 619368058.583000, 0.003249, 0.000145, 0.001186, 0.000103, 0.000177
3595, 619368062.663100, 0.003410, 0.000144, 0.001120, 0.000101, 0.000177
3596, 619368067.568000, 0.003243, 0.000155, 0.001197, 0.000098, 0.000179
3597, 619368073.002400, 0.003348, 0.000277, 0.001301, 0.000117, 0.000179
3598, 619368077.784900, 0.003384, 0.000186, 0.001227, 0.000105, 0.000153
3599, 619368082.808400, 0.003426, 0.000218, 0.001186, 0.000100, 0.000153
3600, 619368087.878700, 0.003264, 0.000182, 0.001452, 0.000104, 0.000147
3601, 619368092.812300, 0.003380, 0.000215, 0.001221, 0.000099, 0.000147
3602, 619368097.578900, 0.003305, 0.000149, 0.001145, 0.000096, 0.000120
3603, 619368102.830500, 0.003181, 0.000201, 0.001383, 0.000121, 0.000120
3604, 619368108.063000, 0.003356, 0.000186, 0.001499, 0.000119, 0.000122
3605, 619368112.951100, 0.003411, 0.000146, 0.001389, 0.000113, 0.000122
3606, 619368117.571900, 0.003224, 0.000159, 0.001176, 0.000107, 0.000145
3607, 619368122.506000, 0.003084, 0.000151, 0.001112, 0.000111, 0.000145
3608, 619368127.583400, 0.003189, 0.000154, 0.001212, 0.000102, 0.000122
3609, 619368132.879300, 0.003374, 0.000216, 0.001260, 0.000096, 0.000122
3610, 619368137.662600, 0.003256, 0.000162, 0.001250, 0.000113, 0.000120
3611, 619368142.616500, 0.003298, 0.000160, 0.001157, 0.000109, 0.000120
3612, 619368147.637300, 0.003229, 0.000179, 0.001197, 0.000123, 0.000122
3613, 619368153.112200, 0.003294, 0.000211, 0.001534, 0.000119, 0.000122
3614, 619368157.660600, 0.003302, 0.000147, 0.001213, 0.000103, 0.000144
3615, 619368162.795400, 0.003338, 0.000250, 0.001172, 0.000097, 0.000144
3616, 619368167.644000, 0.003259, 0.000185, 0.001174, 0.000104, 0.000143
3617, 619368173.391000, 0.003384, 0.000373, 0.001636, 0.000104, 0.000143
3618, 619368177.455500, 0.003243, 0.000149, 0.001083, 0.000103, 0.000157
3619, 619368183.204900, 0.003378, 0.000382, 0.001407, 0.000097, 0.000157
3620, 619368187.924000, 0.003240, 0.000302, 0.001370, 0.000112, 0.000173
3621, 619368193.306500, 0.003418, 0.000381, 0.001512, 0.000103, 0.000173
3622, 619368197.752700, 0.003371, 0.000286, 0.001120, 0.000097, 0.000191
3623, 619368203.017600, 0.003388, 0.000209, 0.001427, 0.000111, 0.000191
3624, 619368208.160800, 0.003425, 0.000248, 0.001481, 0.000116, 0.000190
3625, 619368212.744300, 0.003378, 0.000160, 0.001211, 0.000105, 0.000190
3626, 619368217.661800, 0.003238, 0.000152, 0.001278, 0.000106, 0.000170
3627, 619368222.713500, 0.003227, 0.000170, 0.001285, 0.000110, 0.000170
3628, 619368227.622500, 0.003180, 0.000157, 0.001234, 0.000106, 0.000160
3629, 619368232.802700, 0.003383, 0.000191, 0.001187, 0.000114, 0.000160
3630, 619368237.795100, 0.003237, 0.000152, 0.001421, 0.000106, 0.000162
3631, 619368242.717800, 0.003408, 0.000154, 0.001169, 0.000100, 0.000162
3632, 619368247.683800, 0.003412, 0.000229, 0.001067, 0.000097, 0.000160
3633, 619368252.779300, 0.003369, 0.000205, 0.001183, 0.000110, 0.000160
3634, 619368258.126900, 0.003377, 0.000374, 0.001380, 0.000100, 0.000143
3635, 619368262.735100, 0.003378, 0.000220, 0.001156, 0.000101, 0.000143
3636, 619368267.843400, 0.003396, 0.000244, 0.001213, 0.000106, 0.000144
3637, 619368272.739300, 0.003392, 0.000152, 0.001207, 0.000104, 0.000144
3638, 619368277.503100, 0.003251, 0.000148, 0.001124, 0.000101, 0.000135
3639, 619368282.738800, 0.003197, 0.000166, 0.001332, 0.000106, 0.000135
3640, 619368287.778500, 0.003247, 0.000163, 0.001376, 0.000104, 0.000148
3641, 619368292.668400, 0.003352, 0.000159, 0.001174, 0.000099, 0.000148
3642, 619368297.662200, 0.003191, 0.000150, 0.001275, 0.000114, 0.000139
3643, 619368303.178800, 0.003298, 0.000376, 0.001452, 0.000104, 0.000139
3644, 619368307.882100, 0.003406, 0.000220, 0.001276, 0.000103, 0.000158
3645, 619368312.778600, 0.003246, 0.000169, 0.001331, 0.000119, 0.000158
3646, 619368317.762600, 0.003241, 0.000220, 0.001290, 0.000114, 0.000158
3647, 619368322.929700, 0.003276, 0.000257, 0.001275, 0.000107, 0.000158
3648, 619368327.711100, 0.003362, 0.000155, 0.001201, 0.000106, 0.000158
3649, 619368332.540900, 0.003237, 0.000167, 0.001148, 0.000108, 0.000158
3650, 619368337.753700, 0.003209, 0.000161, 0.001350, 0.000105, 0.000166
3651, 619368342.698500, 0.003400, 0.000157, 0.001156, 0.000098, 0.000166
3652, 619368348.016600, 0.003384, 0.000412, 0.001235, 0.000102, 0.000167
3653, 619368352.965500, 0.003432, 0.000204, 0.001343, 0.000102, 0.000167
3654, 619368357.525900, 0.003239, 0.000157, 0.001154, 0.000100, 0.000163
3655, 619368363.243200, 0.003350, 0.000381, 0.001480, 0.000101, 0.000163
3656, 619368367.836900, 0.003370, 0.000221, 0.001274, 0.000095, 0.000177
3657, 619368372.720200, 0.003366, 0.000152, 0.001213, 0.000098, 0.000177
3658, 619368377.585000, 0.003193, 0.000155, 0.001215, 0.000097, 0.000178
3659, 619368382.670000, 0.003347, 0.000186, 0.001107, 0.000094, 0.000178
3660, 619368387.550000, 0.003244, 0.000149, 0.001172, 0.000107, 0.000154
3661, 619368392.931200, 0.003298, 0.000197, 0.001407, 0.000129, 0.000154
3662, 619368397.771500, 0.003401, 0.000228, 0.001134, 0.000109, 0.000148
3663, 619368402.932300, 0.003332, 0.000151, 0.001444, 0.000110, 0.000148
3664, 619368407.918900, 0.003341, 0.000288, 0.001295, 0.000107, 0.000128
3665, 619368412.577100, 0.003252, 0.000159, 0.001193, 0.000099, 0.000128
3666, 619368417.683800, 0.003378, 0.000212, 0.001122, 0.000101, 0.000134
3667, 619368422.803600, 0.003216, 0.000211, 0.001339, 0.000102, 0.000134
3668, 619368427.888400, 0.003291, 0.000173, 0.001420, 0.000110, 0.000139
3669, 619368432.781100, 0.003391, 0.000231, 0.001175, 0.000104, 0.000139
3670, 619368437.737300, 0.003255, 0.000146, 0.001357, 0.000110, 0.000132
3671, 619368442.770500, 0.003358, 0.000150, 0.001279, 0.000109, 0.000132
3672, 619368447.484900, 0.003330, 0.000147, 0.001036, 0.000100, 0.000125
3673, 619368453.392000, 0.003377, 0.000383, 0.001447, 0.000254, 0.000125
3674, 619368457.460200, 0.003243, 0.000153, 0.001088, 0.000101, 0.000140
3675, 619368462.797700, 0.003329, 0.000148, 0.001292, 0.000098, 0.000140
3676, 619368467.677200, 0.003242, 0.000166, 0.001278, 0.000107, 0.000127
3677, 619368472.921200, 0.003416, 0.000255, 0.001245, 0.000114, 0.000127
3678, 619368477.612700, 0.003227, 0.000152, 0.001248, 0.000108, 0.000122
3679, 619368485.973400, 0.003412, 0.000206, 0.001256, 0.000107, 0.000122
3680, 619368492.498600, 0.003222, 0.000151, 0.001460, 0.000124, 0.000114
3681, 619368496.071200, 0.003247, 0.000179, 0.001319, 0.000102, 0.000115
3682, 619368499.231600, 0.003255, 0.000159, 0.001218, 0.000113, 0.000113
3683, 619368502.902300, 0.003229, 0.000165, 0.001489, 0.000112, 0.000113
3684, 619368507.715500, 0.003242, 0.000152, 0.001322, 0.000113, 0.000111
3685, 619368512.776000, 0.003334, 0.000207, 0.001209, 0.000102, 0.000111
3686, 619368517.617900, 0.003255, 0.000149, 0.001242, 0.000105, 0.000106
3687, 619368522.580600, 0.003200, 0.000172, 0.001161, 0.000115, 0.000106
3688, 619368527.730500, 0.003394, 0.000207, 0.001148, 0.000103, 0.000112
3689, 619368532.788200, 0.003342, 0.000152, 0.001318, 0.000101, 0.000112
3690, 619368537.782600, 0.003194, 0.000158, 0.001395, 0.000109, 0.000152
3691, 619368542.568900, 0.003190, 0.000156, 0.001198, 0.000102, 0.000152
3692, 619368547.732100, 0.003373, 0.000235, 0.001156, 0.000097, 0.000152
3693, 619368553.030200, 0.003314, 0.000304, 0.001367, 0.000120, 0.000152
3694, 619368557.624400, 0.003234, 0.000148, 0.001257, 0.000104, 0.000150
3695, 619368562.710100, 0.003365, 0.000177, 0.001141, 0.000099, 0.000150
3696, 619368567.635500, 0.003239, 0.000165, 0.001249, 0.000108, 0.000143
3697, 619368572.911300, 0.003360, 0.000288, 0.001259, 0.000108, 0.000143
3698, 619368577.673000, 0.003341, 0.000201, 0.001152, 0.000100, 0.000159
3699, 619368582.888000, 0.003326, 0.000208, 0.001362, 0.000115, 0.000159
3700, 619368587.878900, 0.003252, 0.000224, 0.001398, 0.000125, 0.000201
3701, 619368594.742400, 0.003257, 0.000210, 0.001297, 0.000119, 0.000201
3702, 619368598.078600, 0.003392, 0.000198, 0.001287, 0.000107, 0.000201
3703, 619368602.949300, 0.003375, 0.000217, 0.001367, 0.000108, 0.000219
3704, 619368607.535500, 0.003239, 0.000151, 0.001150, 0.000115, 0.000219
3705, 619368613.287200, 0.003398, 0.000379, 0.001524, 0.000101, 0.000214
3706, 619368617.605400, 0.003241, 0.000167, 0.001220, 0.000108, 0.000214
3707, 619368622.841600, 0.003343, 0.000236, 0.001213, 0.000105, 0.000202
3708, 619368627.661900, 0.003378, 0.000160, 0.001158, 0.000098, 0.000202
3709, 619368632.717100, 0.003395, 0.000148, 0.001179, 0.000113, 0.000182
3710, 619368637.764400, 0.003178, 0.000161, 0.001378, 0.000104, 0.000182
3711, 619368642.670100, 0.003389, 0.000197, 0.001110, 0.000097, 0.000245
3712, 619368647.828400, 0.003396, 0.000213, 0.001248, 0.000104, 0.000245
3713, 619368652.969800, 0.003298, 0.000214, 0.001455, 0.000121, 0.000252
3714, 619368657.724000, 0.003382, 0.000194, 0.001154, 0.000109, 0.000252
