Frame Number, Receipt Time, Data Delivered, Data Synchronized, Data Processed, Delivered To DataStream, Network Transmission
63144, 623124444.370600, 0.003403, 0.000272, 0.001313, 0.000117, 
63147, 623124457.389300, 0.003234, 0.000162, 0.001320, 0.000127, 
63149, 623124468.170800, 0.003473, 0.000300, 0.001574, 0.000141, 
63152, 623124480.844800, 0.003346, 0.000198, 0.001502, 0.000128, 
63154, 623124493.168000, 0.003346, 0.000155, 0.001420, 0.000163, 
63157, 623124505.790500, 0.003238, 0.000163, 0.001553, 0.000123, 
63159, 623124518.290000, 0.003414, 0.000327, 0.001363, 0.000131, 
63161, 623124530.672700, 0.003332, 0.000299, 0.001357, 0.000141, 
63164, 623124543.296500, 0.003351, 0.000245, 0.001453, 0.000158, 
63167, 623124555.792400, 0.003252, 0.000153, 0.001363, 0.000148, 
63169, 623124568.151900, 0.003420, 0.000161, 0.001322, 0.000127, 
63172, 623124580.811300, 0.003356, 0.000192, 0.001445, 0.000153, 
63174, 623124593.174300, 0.003250, 0.000170, 0.001310, 0.000131, 
63177, 623124605.824000, 0.003242, 0.000158, 0.001389, 0.000128, 
63179, 623124618.277800, 0.003555, 0.000157, 0.001466, 0.000124, 
63181, 623124630.679800, 0.003365, 0.000284, 0.001301, 0.000120, 
63184, 623124643.314900, 0.003383, 0.000214, 0.001373, 0.000128, 
63187, 623124655.799900, 0.003323, 0.000267, 0.001406, 0.000133, 
63189, 623124668.148500, 0.003427, 0.000205, 0.001781, 0.000135, 
63192, 623124680.814600, 0.003352, 0.000157, 0.001488, 0.000127, 
63194, 623124693.162300, 0.003347, 0.000345, 0.001422, 0.000113, 0.000187
63197, 623124705.794800, 0.003328, 0.000393, 0.001354, 0.000134, 0.000204
63199, 623124718.264700, 0.003533, 0.000162, 0.001568, 0.000159, 0.000205
63201, 623124730.658500, 0.003403, 0.000351, 0.001330, 0.000119, 0.000225
63204, 623124743.284400, 0.003371, 0.000323, 0.001401, 0.000135, 0.000245
63207, 623124755.784300, 0.003357, 0.000347, 0.001320, 0.000135, 0.000229
63209, 623124768.170800, 0.003447, 0.000191, 0.001472, 0.000147, 0.000229
63212, 623124780.798300, 0.003241, 0.000168, 0.001922, 0.000170, 0.000226
63214, 623124793.163300, 0.003347, 0.000253, 0.001453, 0.000122, 0.000227
63217, 623124805.813800, 0.003387, 0.000212, 0.001341, 0.000122, 0.000229
63219, 623124818.283700, 0.003433, 0.000151, 0.001355, 0.000119, 0.000228
63222, 623124830.681000, 0.003248, 0.000155, 0.001339, 0.000121, 0.000207
63224, 623124843.287500, 0.003362, 0.000155, 0.001285, 0.000112, 0.000208
63227, 623124855.769600, 0.003373, 0.000340, 0.001297, 0.000119, 0.000202
63229, 623124868.156500, 0.003474, 0.000211, 0.001393, 0.000125, 0.000201
63232, 623124880.793800, 0.003381, 0.000261, 0.001544, 0.000199, 0.000199
63234, 623124893.170700, 0.003379, 0.000354, 0.001364, 0.000121, 0.000183
63237, 623124905.779300, 0.003376, 0.000327, 0.001287, 0.000114, 0.000174
63239, 623124918.263300, 0.003427, 0.000160, 0.001333, 0.000130, 0.000174
63242, 623124930.651000, 0.003413, 0.000241, 0.001522, 0.000119, 0.000185
63244, 623124943.309400, 0.003259, 0.000172, 0.001513, 0.000152, 0.000184
63247, 623124955.775800, 0.003385, 0.000260, 0.001295, 0.000111, 0.000166
63249, 623124968.145000, 0.003473, 0.000151, 0.001342, 0.000125, 0.000166
63252, 623124980.800500, 0.003366, 0.000292, 0.001485, 0.000160, 0.000165
63254, 623124993.152100, 0.003267, 0.000171, 0.001353, 0.000126, 0.000145
63257, 623125005.787500, 0.003238, 0.000154, 0.001399, 0.000132, 0.000144
63259, 623125018.246500, 0.003632, 0.000220, 0.001447, 0.000125, 0.000146
